X1,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openness,conscientiousness,extraversion,agreeableness,emotional_range
""" ""Dark, rich, hearty roast!"" What percentage of you actually like a dark, rich, hearty roast?",0.01,0,0.13,0.07,0.03,0,0,0,0.9,0.18,0.62,0.56,0.52
"This is not science, but this was enough for me to be really interested in how we have evolved and how we can trace our line. ",0.01,0,0.02,0.07,0.03,0,0,0,0.75,0.91,0.53,0.54,0.22
 Is the information verifiable?,0.01,0.02,0.03,0.07,0.03,0,0,0,0.79,0.29,0.64,0.44,0.48
"I'll do some things you could never imagine possible."" And if you've watched that movie, ""Ten Commandments,"" all of those big miracles that happen in Egypt are done through this staff.Last year, I was invited to speak at the NBA All-Stars game. ",0,0,0.02,0.07,0.03,0,0,0,0.43,0.9,0.29,0.94,0.82
"I can create big things out here, but I can go back and really quickly go back to where I started, and make even smaller things here.This is going to be really important as we start getting to things like data visualization. ",0,0,0.05,0.07,0.03,0,0,0,0.12,0.78,0.02,0.73,0.07
"Baptize them in the name of the Father, the Son and the Holy Spirit, and teach them to do everything I've told you.'"" The Bible says Jesus is the only one who can save the world. ",0,0,0.04,0.07,0.03,0,0,0,0.77,0.76,0.15,0.33,0.89
""" And the whole thing, after they did that, Grey Poupon takes off! Takes over the mustard business!And everyone's take-home lesson from that was that the way to make people happy is to give them something that is more expensive, something to aspire to. ",0,0,0.02,0.07,0.03,0,0,0,0.4,0.96,0.29,0.29,0.84
I hope that you will take a look at it. ,0.01,0.03,0.02,0.07,0.02,0,0,0,0.58,0.98,0.37,1,0.86
"And I remember having seen it in the Al Jazeera office, and thought to myself, ""Wow, that's gross. ",0.01,0.11,0.06,0.07,0.02,0,0,0,0.35,0.02,0.43,0.96,0.12
"But there's an organization that has been able to find a way to learn when the first cases occur, and that is called GPHIN; it's the Global Public Health Information Network. ",0,0,0.01,0.07,0.02,0,0,0,0.74,0.56,0.73,0.47,0.75
"And Pepsi came to Howard and they said, ""You know, there's this new thing called aspartame, and we would like to make Diet Pepsi. ",0,0,0.03,0.07,0.02,0,0,0,0.44,0.81,0.44,0.44,0.72
"And it's going to reach a crescendo over the next few years, and I think that it's for our benefit, really, and for the world's benefit.OK, so what are the enablers?",0,0,0.03,0.07,0.02,0,0,0,0.55,0.8,0.17,0.2,0.5
""" And even if the answer to the question is ""no,"" it's certainly going to make the experience of your kid's soccer game very different than it would've been.So everywhere we look, big things and small things, material things and lifestyle things, life is a matter of choice. ",0,0,0.01,0.07,0.02,0,0,0,0.6,0.3,0.2,0.18,0.5
"It's called ""Kaleidoscope."" And Hofmann is a Polish pianist and composer of the late 19th century, and he's widely considered one of the greatest pianists of all time.I have another piece that I'd like to play for you. ",0,0,0.01,0.07,0.02,0,0,0,0.92,0.35,0.03,0.01,0.67
Somebody else might have put her on medication and told her to calm down.(Applause)What I think it comes to is this: Al Gore spoke the other night about ecology and the revolution that was triggered by Rachel Carson. ,0.02,0,0.04,0.07,0.01,0,0,0.17,0.92,0.28,0.91,1,0.46
" And I thought, well, maybe that old doggerel by Joyce Kilmer, you know: ""Poems are made by fools like me, but only God can make a tree."" And you might say, ""Well, God designed the cow.""But, of course, God got a lot of help. ",0,0,0.03,0.07,0.01,0,0,0,0.92,0.92,0.12,1,0.6
"The cut-off date to start kindergarten was September 15th.""(Laughter)""So I told them that your birthday was September 10th, and then I wasn't sure that you weren't just going to go blab it all over the place, so I started to tell you your birthday was September 10th. ",0,0,0,0.07,0.01,0,0,0,0.01,0.93,0.66,0.93,0.86
"And he made sure this whole story was written down in reformed Egyptian hieroglyphics chiseled onto gold plates, which he then buried near Palmyra, New York.(Laughter)Well, I was just on the edge of my seat.(Laughter)I said, ""What happened to the Lamanites?",0,0,0.01,0.07,0.01,0,0,0,0.93,0.3,0.23,0.89,0.38
"And a million tons is enough to make, say, a self-contained space station, on which there's a colony of scientists that are devoted to creating an open-ended stream of knowledge, and so on.Now, it's way beyond present technology to even gather the hydrogen from intergalactic space and form it into other elements and so on. ",0,0,0.01,0.07,0.01,0,0,0,0.9,0.04,0.37,0.01,0.27
"So it's going to take a lot of computing power, because I want the idea that any laptop anywhere in the world can plug into the system and be able to not only participate in developing these designs, but utilize the designs. ",0,0,0.05,0.07,0.01,0,0,0,0.68,0.34,0.01,0,0.6
"Every single change on the site goes to the ""Recent changes"" page. ",0.01,0.01,0.09,0.06,0.23,0,0.73,0,0.22,0.31,0.46,0.5,0.69
"Correct ""dissuade."" Not ""just."" Ok, this is not an ideal situation, because it's getting the echo from the hall and stuff. ",0.01,0.01,0.04,0.06,0.06,0,0.24,0,0.84,0.02,0.22,0,0.12
People are feeling overwhelmed. ,0.05,0.04,0.16,0.06,0.68,0,0,0,0.14,0.27,0.55,0.6,0.03
The problem in the world was the poverty in Asia. ,0.06,0,0.16,0.06,0.67,0,0,0,0.44,0.22,0.52,0.46,0.48
"With the guy in the Rolls Royce, eating the Grey Poupon. ",0.01,0.11,0.02,0.06,0.67,0,0,0,0.85,0.29,0.64,0.22,0.72
"When you fail to achieve, what's the reason people say?",0.11,0.07,0.13,0.06,0.63,0,0,0,0,0.37,0.25,0.26,0.39
So that's certainly part of it.And the third is a little bit less obvious. ,0.01,0,0.04,0.06,0.48,0,0,0,0.94,0,0.01,0.07,0.06
"More than 50 lost their entire companies, friends, marking off their Palm Pilots. ",0.03,0.01,0.03,0.06,0.46,0,0,0,0.16,0.26,0.61,0.24,0.53
300 women have disappeared in a border town because they're brown and poor. ,0.01,0.12,0.32,0.06,0.45,0,0,0,0.43,0.06,0.77,0.3,0.15
This hit me when I went to replace my jeans. ,0.12,0,0.08,0.06,0.41,0,0,0,0.03,0.26,0.52,0.49,0.61
"Look, I'll move around and say some things.(Sighs)[Game over. ",0.06,0.01,0.12,0.06,0.39,0,0,0,0.57,0.29,0.35,0.87,0.05
An 11-year-old girl drew this and submitted it. ,0.03,0.04,0.01,0.06,0.38,0,0,0,0.62,0.48,0.52,0.68,0.38
 Should I draft this letter?,0.04,0.02,0.09,0.06,0.35,0,0,0,0.85,0.34,0.47,0.6,0.66
"Now will we let the Gulf Coast languish for a decade or two, like the South Bronx did?",0,0,0.01,0.06,0.35,0,0,0,0.78,0.91,0.66,0.31,0.96
"They're dying to throw the whole thing out and start fresh, but they can't. ",0.13,0.02,0.18,0.06,0.33,0,0,0,0.41,0.06,0.01,0.03,0.01
It is going to happen. ,0.05,0.01,0.24,0.06,0.3,0,0,0,0.05,0.27,0.32,0.56,0.33
'What is the atom mostly made of?,0.01,0.05,0.19,0.06,0.29,0,0,0,0.98,0.3,0.4,0.3,0.46
 How else would you remember it?,0.04,0.02,0.14,0.06,0.28,0,0,0,0.15,0.59,0.42,0.89,0.74
"And when I close it, it becomes a character. ",0.05,0.03,0.08,0.06,0.27,0,0,0,0.75,0.05,0.01,0.3,0.2
"That's nothing to be ashamed of.(Applause)Yeah, I was hanging out with some Google guys last night. ",0.04,0.15,0.11,0.06,0.27,0,0,0,0.65,0.85,0.91,1,0.83
And what we find is amnesiac patients just guess. ,0.02,0.01,0.08,0.06,0.27,0,0,0,0.86,0.84,0.4,0.91,0.1
So that's one effect. ,0.02,0.01,0.16,0.06,0.27,0,0,0,0.33,0.16,0.2,0.51,0.05
"It's October 10th."" And I said, ""What?",0.02,0.02,0.04,0.06,0.26,0,0,0,0.17,0.52,0.2,0.59,0.68
"I'm not the only one doing it, a lot of other people are getting into it. ",0.03,0.01,0.06,0.06,0.25,0,0,0,0.85,0.04,0.01,0.01,0.04
"10% the world population, most in poverty. ",0.06,0,0.03,0.06,0.24,0,0,0,0.29,0.27,0.55,0.58,0.36
I've been using laptops since their inception. ,0.04,0.01,0.04,0.06,0.24,0,0,0,0.17,0.21,0.34,0.4,0.13
Anybody know what this is?,0.24,0.08,0.06,0.06,0.23,0,0,0.97,0.5,0.45,0.47,0.59,0.4
"I only know nine Lovegroves, two of which are my parents. ",0.04,0.01,0.05,0.06,0.23,0,0,0,0.56,0.44,0.06,0.24,0.13
""" Uh-uh. ",0.03,0.06,0.14,0.06,0.23,0,0,0,0.29,0.27,0.54,0.6,0.29
September 10th is not your birthday. ,0.03,0.01,0.03,0.06,0.23,0,0,0,0.05,0.31,0.52,0.57,0.6
""" I meet a lot of people who are very smart, and say, ""But why can't I figure out my problems?",0,0,0.05,0.06,0.23,0,0,0,0.51,0,0.08,0.75,0
" Last summer I worked at Stanford University, doing some research on cancer stem cells. ",0,0,0.18,0.06,0.23,0,0,0,0.1,0.39,0.38,0.61,0.11
And this is Latin America. ,0.04,0.1,0.09,0.06,0.22,0,0,0,0.63,0.31,0.6,0.5,0.44
And there is Latin America. ,0.04,0.1,0.09,0.06,0.22,0,0,0,0.72,0.29,0.6,0.48,0.47
" I mean, this could happen. ",0.03,0.01,0.13,0.06,0.22,0,0,0,0.22,0.3,0.2,0.76,0.14
"At first when I heard of cancer stem cells, I didn't really know how to put the two together. ",0.01,0.01,0.07,0.06,0.22,0,0,0,0.11,0.08,0,0.33,0.05
I'm fascinated by how people got to be there. ,0.08,0.04,0.05,0.06,0.21,0,0,0,0.48,0.32,0.58,0.83,0.04
 I can show you Africa. ,0.02,0.12,0.06,0.06,0.21,0,0,0,0.06,0.35,0.31,0.72,0.18
But this is basically the extent of the family that I know in terms of my direct line. ,0.01,0,0.01,0.06,0.21,0,0,0,0.95,0.46,0.32,0.09,0.66
"People started to ask me, ""Where is this guy now?",0.17,0.06,0.07,0.06,0.2,0,0,0,0.3,0.36,0.64,0.44,0.03
" If it comes out six months late, so what?",0.05,0,0.14,0.06,0.2,0,0,0,0,0.61,0.31,0.59,0.27
I'm the daughter of an American mother and an Egyptian-Lebanese-Syrian father. ,0.03,0.09,0.03,0.06,0.2,0,0,0,0.76,0.29,0.7,0.66,0.35
'What is the wall mostly made of?,0.02,0.05,0.24,0.06,0.2,0,0,0,0.98,0.4,0.67,0.41,0.72
"It's a seductor, but I just feel in my bones that that's possible.So we go, we look at the tooling. ",0,0,0.1,0.06,0.2,0,0,0,0.43,0.36,0,0.75,0.12
"This is an epidemic curve, and everyone in medicine, I think, ultimately gets to know what it is. ",0.01,0,0.11,0.06,0.19,0,0,0,0.97,0.54,0.18,0.44,0.21
So what else do we have in common?,0.02,0.01,0.14,0.06,0.18,0,0,0,0.05,0.43,0.23,0.6,0.28
"So I'll try and do that, but I want to start with two things that everyone already knows. ",0.01,0,0.09,0.06,0.18,0,0,0,0.31,0.97,0.16,0.99,0.32
This thing allows you to have multiple points at the same time. ,0.08,0.02,0.06,0.06,0.17,0,0,0,0.22,0.89,0.58,0.73,0.97
We need variety. ,0.05,0.04,0.15,0.06,0.17,0,0,0,0.38,0.28,0.5,0.59,0.17
"You don't think of Shakespeare having a father, do you?",0.04,0.03,0.05,0.06,0.17,0,0,0,0.43,0.29,0.31,0.74,0.5
You can't focus on what you're supposed to do. ,0.02,0.02,0.15,0.06,0.17,0,0,0,0,0.21,0.49,0.34,0.24
"I lived with an alcoholic father who beat me and molested me, and it was all inside that. ",0.01,0.01,0.01,0.06,0.17,0,0,0,0.95,0.28,0.9,0.98,0.23
"If we had, our brains probably would perceive rocks as full of empty space. ",0.01,0.02,0.07,0.06,0.17,0.53,0,0,0.8,0.62,0.45,0.51,0.63
"In this software, we access about 500 variables from all the countries quite easily. ",0.01,0,0.09,0.06,0.17,0,0,0,0.39,0.08,0.27,0.09,0.27
"So, can you find diseases early by crawling the web?",0.1,0.02,0.5,0.06,0.16,0,0,0,0.62,0.54,0.35,0.67,0.38
But they managed to get 18 people to come and vote in a fairly absurd way to delete a perfectly valid article. ,0.04,0.01,0.03,0.06,0.16,0,0,0,0.17,0.27,0.3,0.74,0.62
I think there are accidental parents; there's no doubt about that. ,0.04,0.02,0.07,0.06,0.16,0,0,0,0.65,0.15,0.45,0.59,0.23
"I mean, Sirena last night was a marvel, wasn't she?",0.03,0.03,0.14,0.06,0.16,0,0,0,0.51,0.03,0.23,0.63,0.38
But smallpox was the fourth disease that was intended for eradication. ,0.02,0,0.12,0.06,0.16,0,0,0,0.97,0.23,0.3,0.17,0.7
"There are 21 linguistic states in India, which is like saying 21 different countries. ",0.01,0.01,0.05,0.06,0.16,0,0,0,0.85,0.25,0.55,0.37,0.22
"But the evidence that we used to do that was falling down on every square meter of the Earth for billions of years before that, and will continue to fall for billions of years afterwards. ",0,0,0.01,0.06,0.16,0,0,0,0.47,0.95,0.26,0.33,0.89
"People are always asking, ""Well, who's in charge of this?",0.1,0.03,0.03,0.06,0.15,0,0,0,0.28,0.17,0.79,0.75,0.05
 We're at the long tail end here. ,0.05,0.02,0.08,0.06,0.15,0,0,0,0.66,0.43,0.26,0.57,0.53
 This is corncobs turned into charcoal. ,0.05,0.03,0.06,0.06,0.15,0,0,0,0.97,0.28,0.64,0.29,0.2
We need to combine all this stuff. ,0.03,0.04,0.13,0.06,0.15,0,0,0,0.4,0.82,0.64,0.55,0.53
I can go here and I can split sub-Saharan Africa into its countries. ,0.02,0.06,0.06,0.06,0.15,0,0,0,0.29,0.18,0.01,0.21,0.02
"We happen to get round to testing, let's say, Newton's Law of Gravity, about 300 years ago. ",0.01,0,0.08,0.06,0.15,0,0,0,0.12,0.82,0.11,0.92,0.6
"It was an unusual client for us, because they came to us and they said, ""We need you to do a new building. ",0,0,0.1,0.06,0.15,0,0,0,0.65,1,0.65,0.97,0.92
You get two or three discrete locations. ,0.06,0.01,0.04,0.06,0.14,0,0,0,0.61,0.53,0.63,0.54,0.46
And then you want to decide: How are you going to draw the character?,0.04,0.01,0.03,0.06,0.14,0,0,0,0.29,0.76,0.25,0.61,0.32
"So the divorce rate right now is stable in America, and it's actually beginning to decline. ",0.04,0.01,0.06,0.06,0.14,0,0,0,0.68,0.15,0.26,0.04,0.24
It's for a company called Moroso in Italy. ,0.03,0.03,0.04,0.06,0.14,0,0,0,0.37,0.32,0.63,0.45,0.46
"Elephant skull from Oxford University, 1988. ",0.02,0.17,0.07,0.06,0.14,0,0,0,0.29,0.28,0.54,0.61,0.3
"Third thing is, I added up all that the church had paid me over the last 25 years, and I gave it back. ",0.01,0,0.06,0.06,0.14,0,0,0,0.55,0.95,0.3,0.47,0.88
"The only real choice was who, not when, and not what you did after.Nowadays, everything is very much up for grabs. ",0.01,0,0.05,0.06,0.14,0,0,0,0.5,0.63,0.16,0.3,0.55
I was told backstage that I have 18 minutes. ,0.1,0.02,0.06,0.06,0.13,0,0,0,0.13,0.28,0.16,0.86,0.22
"It's called ""Superliquidity."" It's my sculptural investigation. ",0.04,0.02,0.05,0.06,0.13,0,0,0,0.83,0.27,0.23,0.41,0.22
"And all of a sudden, I said, ""When do people really start to live?",0.04,0.02,0.19,0.06,0.13,0,0,0,0.14,0.03,0.01,0.16,0.01
Because the data is hidden down in the databases. ,0.04,0.01,0.15,0.06,0.13,0.69,0,0,0.65,0.27,0.54,0.14,0.82
I don't know why they want to think that men and women are alike. ,0.01,0.02,0.04,0.06,0.13,0,0,0,0.7,0.52,0.47,0.67,0.21
We have so much technology nowadays that these interfaces should start conforming to us. ,0.01,0,0.08,0.06,0.13,0,0,0,0.05,0.73,0.36,0.55,0.11
"We now know the brain circuitry of imagination, of long-term planning. ",0.01,0.01,0.16,0.06,0.13,0,0,0,0.76,0.66,0.08,0.25,0.12
Can't we make cleaner burning cooking fuels?,0.39,0.09,0.37,0.06,0.12,0,0,0,0.06,0.24,0.4,0.41,0.29
"Any five cards.GH: OK, one. ",0.13,0.01,0.09,0.06,0.12,0,0,0.92,0.35,0.32,0.33,0.53,0.67
Then you have display and everything else. ,0.05,0.02,0.07,0.06,0.12,0.51,0,0,0.62,0.64,0.72,0.75,0.53
"And I say back into the job market, because this is not new. ",0.04,0.01,0.06,0.06,0.12,0,0,0,0.87,0.76,0.54,0.07,0.59
"If you didn't have a job, it's because you didn't want one. ",0.03,0.01,0.07,0.06,0.12,0.59,0,0,0.02,0.4,0.02,0.69,0.58
"It's now repetition of short, hot-button, 30-second, 28-second television ads. ",0.03,0.03,0.08,0.06,0.12,0,0,0,0.51,0.23,0.25,0.17,0.26
" Atoms.' He quickened his pace, almost to a jog now. ",0.02,0.01,0.1,0.06,0.12,0,0,0,0.13,0.29,0.04,0.13,0.33
"You see that South America and Africa may be connected in a certain way, right?",0.01,0.03,0.04,0.06,0.12,0,0,0,0.45,0.75,0.9,0.97,0.7
"I can see these bubbles with these hydrogen packages, floating around on the ground, driven by AI. ",0.01,0.01,0.03,0.06,0.12,0,0,0,0.92,0.36,0.9,0.4,0.53
"I would like to compare South Korea, which is this one, with Brazil, which is this one. ",0.01,0.01,0.01,0.06,0.12,0,0,0,0.52,0.57,0.15,0.24,0.51
"We now wield the paintbrush."" We heard about the atmosphere as a thin layer of varnish. ",0.01,0,0.03,0.06,0.12,0,0,0,0.89,0.12,0.22,0.06,0.1
"You may have heard about Rathergate, which was basically the result of bloggers realizing that the ""th"" in 111 is not typeset on an old typewriter; it's on Word. ",0,0,0.02,0.06,0.12,0,0,0,0.82,0.23,0.2,0.07,0.48
I'll explain to you why. ,0.24,0.09,0.07,0.06,0.11,0,0,0,0.03,0.39,0.5,0.75,0.24
"So, what are you going to do with what you've been given?",0.05,0.01,0.09,0.06,0.11,0,0,0,0.05,0.76,0.78,0.94,0.43
"And that I know, personally, I know, is not true. ",0.03,0.02,0.04,0.06,0.11,0,0,0,0.87,0.38,0.03,0.83,0.25
"It's now owned, much of it by big industries. ",0.03,0,0.04,0.06,0.11,0,0,0,0.84,0.6,0.37,0.53,0.77
"They have become domesticated, and human beings have been redesigning their religions for thousands of years. ",0.03,0.01,0.03,0.06,0.11,0,0,0,0.72,0.51,0.21,0.32,0.07
"And somewhere up there would be the chance that a frog would turn into a prince, and similar magical things like that. ",0.02,0,0.02,0.06,0.11,0,0,0,0.99,0.19,0.59,0.93,0.63
"And in this case, a man got hooked on a bamboo sleeping mat.And it goes like this. ",0.02,0.01,0.06,0.06,0.11,0,0,0,0.83,0.94,0.83,0.45,0.64
And the reason for this is that most people understand the need for neutrality. ,0.02,0.01,0.08,0.06,0.11,0,0,0,0.66,0.42,0.55,0.07,0.33
This is a monster truck show.I'm going to show now the last project. ,0.02,0.01,0.06,0.06,0.11,0,0,0,0.18,0.2,0.3,0.02,0.31
"So as soon as he made his change, it went to the ""Recent changes"" page. ",0.01,0,0.06,0.06,0.11,0,0,0,0.2,0.57,0.29,0.73,0.59
To change the Arab nightmare into the American dream. ,0.01,0.03,0.31,0.06,0.11,0,0,0,0.15,0.23,0.4,0.39,0.46
"We run from a couple of laptops, and in the first couple of days, I had 4,000 emails from people needing help. ",0.01,0,0.07,0.06,0.11,0,0,0,0.31,0.5,0.11,0.26,0.12
" The screens are getting smaller, people are illuminating, putting manuals in the boxes, things are coming out at a faster pace. ",0.01,0,0.04,0.06,0.11,0,0,0,0.35,0.09,0.35,0.01,0.07
